queries,language,country,tags
"Vaut-il mieux Mobile Vikings ou Scarlet pour un abonnement sans engagement ?",fr,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_MobileVikings,BRAND_Scarlet"
"Entre Digi et Youfone, lequel est le plus fiable au quotidien ?",fr,BE,"CAT_Mobile,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Digi,BRAND_Youfone"
"Telenet ou VOO : lequel reste intéressant après la migration vers Wyre ?",fr,BE,"CAT_Mobile,THEM_Pack,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Telenet,BRAND_VOO"
"Quelle est la meilleure alternative à Base pour une famille ?",fr,BE,"CAT_Mobile,THEM_Famille,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_Base"
"Vaut-il mieux Proximus ou Mobile Vikings pour la 5G ?",fr,BE,"CAT_Mobile,THEM_5G,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_Proximus,BRAND_MobileVikings"
"Entre Lycamobile et Digi, lequel est le plus adapté aux appels internationaux ?",fr,BE,"CAT_Mobile,THEM_Etranger,TYPE_Expat,FUN_Decision,QT_Comparative,BRAND_Lycamobile,BRAND_Digi"
"Scarlet vaut-il encore le coup face à hey! Telenet ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Consideration,QT_Comparative,BRAND_Scarlet,BRAND_HeyTelenet"
"Quelle alternative à Telenet conseilles-tu en Wallonie ?",fr,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Telenet"
"Vaut-il mieux Orange ou Proximus pour un indépendant ?",fr,BE,"CAT_Mobile,THEM_Pack,TYPE_Independant,FUN_Decision,QT_Comparative,BRAND_Orange,BRAND_Proximus"
"Entre Base et hey! Telenet, lequel offre le plus de data pour 20 € ?",fr,BE,"CAT_Mobile,THEM_Data,TYPE_PetitBudget,FUN_Decision,QT_Comparative,BRAND_Base,BRAND_HeyTelenet"
"Mobile Vikings est-il un bon choix pour un senior ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_Senior,FUN_Consideration,QT_Comparative,BRAND_MobileVikings"
"Quelle est la meilleure alternative à Scarlet pour un petit budget ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Consideration,QT_Comparative,BRAND_Scarlet"
"Vaut-il mieux Digi ou Mobile Vikings pour un étudiant qui consomme beaucoup ?",fr,BE,"CAT_Mobile,THEM_Data,TYPE_Etudiant,FUN_Decision,QT_Comparative,BRAND_Digi,BRAND_MobileVikings"
"Que vaut Digi en Belgique en 2026 ?",fr,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Discovery,QT_Informative,BRAND_Digi"
"Le réseau de Base est-il fiable partout en Belgique ?",fr,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Base"
"Combien coûte un abonnement Proximus avec data illimitée ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_GrosConsommateur,FUN_Purchase,QT_Informative,BRAND_Proximus"
"Orange applique-t-il encore des frais d'activation en Belgique ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Purchase,QT_Informative,BRAND_Orange"
"Que pensent les clients de Mobile Vikings ?",fr,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Discovery,QT_Informative,BRAND_MobileVikings"
"Telenet augmente-t-il ses tarifs chaque année ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Retention,QT_Informative,BRAND_Telenet"
"hey! Telenet propose-t-il la 5G ?",fr,BE,"CAT_Mobile,THEM_5G,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_HeyTelenet"
"Scarlet utilise-t-il le réseau Proximus ?",fr,BE,"CAT_Mobile,THEM_Reseau,TYPE_Generic,FUN_Discovery,QT_Informative,BRAND_Scarlet,BRAND_Proximus"
"Comment résilier un abonnement chez Base sans frais ?",fr,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Retention,QT_Informative,BRAND_Base"
"Youfone a-t-il un service client francophone ?",fr,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Youfone"
"Le roaming hors Europe chez Proximus coûte-t-il cher ?",fr,BE,"CAT_Mobile,THEM_Roaming,TYPE_Voyageur,FUN_Consideration,QT_Informative,BRAND_Proximus"
"Digi couvre-t-il toute la Belgique avec son propre réseau ?",fr,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Digi"
"Combien de temps prend un transfert de numéro vers Orange ?",fr,BE,"CAT_Mobile,THEM_Portabilite,TYPE_Generic,FUN_Purchase,QT_Informative,BRAND_Orange"
"Lycamobile propose-t-il des forfaits sans engagement en Belgique ?",fr,BE,"CAT_Mobile,THEM_Engagement,TYPE_Expat,FUN_Consideration,QT_Informative,BRAND_Lycamobile"
"Mobile Vikings propose-t-il une eSIM ?",fr,BE,"CAT_Mobile,THEM_eSIM,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_MobileVikings"
"Comment fonctionne la portabilité du numéro en Belgique ?",fr,BE,"CAT_Mobile,THEM_Portabilite,TYPE_Generic,FUN_Purchase,QT_Informative"
"Combien coûte en moyenne un abonnement mobile en Belgique en 2026 ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Discovery,QT_Informative"
"Qu'est-ce qu'un MVNO exactement ?",fr,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Discovery,QT_Informative"
"Quelles sont les règles de roaming en Europe aujourd'hui ?",fr,BE,"CAT_Mobile,THEM_Roaming,TYPE_Voyageur,FUN_Consideration,QT_Informative"
"Comment activer une eSIM sur un smartphone en Belgique ?",fr,BE,"CAT_Mobile,THEM_eSIM,TYPE_Generic,FUN_Purchase,QT_Informative"
"Que dit l'IBPT sur la qualité des réseaux mobiles belges ?",fr,BE,"CAT_Mobile,THEM_Reseau,TYPE_Generic,FUN_Consideration,QT_Informative"
"Puis-je garder mon numéro en changeant d'opérateur ?",fr,BE,"CAT_Mobile,THEM_Portabilite,TYPE_Generic,FUN_Purchase,QT_Informative"
"Quels sont les délais de préavis pour résilier un abonnement mobile en Belgique ?",fr,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Retention,QT_Informative"
"Comment réduire sa facture mobile sans changer d'opérateur ?",fr,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Retention,QT_Informative"
"La 5G est-elle vraiment utile au quotidien en Belgique ?",fr,BE,"CAT_Mobile,THEM_5G,TYPE_Generic,FUN_Discovery,QT_Informative"
"Combien de data faut-il par mois pour un usage normal ?",fr,BE,"CAT_Mobile,THEM_Data,TYPE_Generic,FUN_Discovery,QT_Informative"
"Que faire en cas de litige avec un opérateur télécom en Belgique ?",fr,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Retention,QT_Informative"
"Pourquoi ma connexion mobile est-elle lente dans certaines communes ?",fr,BE,"CAT_Mobile,THEM_Reseau,TYPE_Generic,FUN_Consideration,QT_Informative"
"Un abonnement prépayé revient-il moins cher qu'un forfait en Belgique ?",fr,BE,"CAT_Mobile,THEM_Prepaye,TYPE_PetitBudget,FUN_Consideration,QT_Informative"
"What is the best mobile operator in Belgium in 2026?",en,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Decision,QT_Comparative"
"Recommend a cheap mobile plan with enough data.",en,BE,"CAT_Mobile,THEM_Prix,THEM_Data,TYPE_PetitBudget,FUN_Decision,QT_Comparative"
"Which operator has the best network coverage in rural Wallonia?",en,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Comparative"
"I am a student, which mobile plan would you recommend in Belgium?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Etudiant,FUN_Decision,QT_Comparative"
"Which operator has the best unlimited data plan?",en,BE,"CAT_Mobile,THEM_Data,TYPE_GrosConsommateur,FUN_Consideration,QT_Comparative"
"Is a contract with or without commitment better in Belgium?",en,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which Belgian mobile operator has the best customer service?",en,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Consideration,QT_Comparative"
"List the best mobile plans under 15 euros a month.",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Decision,QT_Comparative"
"Which operator is best value for a family with four lines?",en,BE,"CAT_Mobile,THEM_Famille,TYPE_Famille,FUN_Decision,QT_Comparative"
"I travel outside Europe a lot, which Belgian operator has the best roaming?",en,BE,"CAT_Mobile,THEM_Roaming,TYPE_Voyageur,FUN_Consideration,QT_Comparative"
"Which operator has the best 5G in Belgium?",en,BE,"CAT_Mobile,THEM_5G,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Recommend an operator for a senior who mostly calls and barely uses data.",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Senior,FUN_Decision,QT_Comparative"
"Which Belgian operator offers the best eSIM?",en,BE,"CAT_Mobile,THEM_eSIM,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Is a bundled internet and mobile pack better than two separate contracts?",en,BE,"CAT_Mobile,THEM_Pack,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which alternative operator is the most reliable in Belgium?",en,BE,"CAT_Mobile,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Comparative"
"I work as a freelancer, which business mobile plan should I choose?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Independant,FUN_Decision,QT_Comparative"
"Which operator has the best prepaid SIM in Belgium?",en,BE,"CAT_Mobile,THEM_Prepaye,TYPE_PetitBudget,FUN_Decision,QT_Comparative"
"Which mobile plan suits a teenager who streams a lot of video?",en,BE,"CAT_Mobile,THEM_Data,TYPE_Ado,FUN_Decision,QT_Comparative"
"Which operator raises its prices the least each year?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Retention,QT_Comparative"
"Recommend an operator for someone who has just moved to Belgium.",en,BE,"CAT_Mobile,THEM_Generic,TYPE_Expat,FUN_Newcomer,QT_Comparative"
"Which operator has the fastest network in city centres?",en,BE,"CAT_Mobile,THEM_Reseau,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which mobile plan is best for a commuter who streams on the train?",en,BE,"CAT_Mobile,THEM_Data,TYPE_Navetteur,FUN_Decision,QT_Comparative"
"Is a legacy operator or an MVNO the better choice in Belgium?",en,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which operators include unlimited international calls?",en,BE,"CAT_Mobile,THEM_Etranger,TYPE_Expat,FUN_Consideration,QT_Comparative"
"Which operator has the best plan for two people?",en,BE,"CAT_Mobile,THEM_Famille,TYPE_Couple,FUN_Decision,QT_Comparative"
"I change my mind often, which operator is the easiest to leave?",en,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Retention,QT_Comparative"
"Which mobile operator is cheapest for very light use?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Senior,FUN_Decision,QT_Comparative"
"Which Belgian operator gives the best data-per-euro in 2026?",en,BE,"CAT_Mobile,THEM_Prix,THEM_Data,TYPE_Generic,FUN_Decision,QT_Comparative"
"Recommend an operator with a genuinely usable mobile app.",en,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which operator covers the Ardennes best?",en,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which mobile plan includes the most EU roaming data?",en,BE,"CAT_Mobile,THEM_Roaming,TYPE_Voyageur,FUN_Consideration,QT_Comparative"
"Is it better to buy a phone separately or with the plan in Belgium?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Purchase,QT_Comparative"
"Which operator suits a ten-person SME best?",en,BE,"CAT_Mobile,THEM_Pack,TYPE_Independant,FUN_Decision,QT_Comparative"
"Which operators still sell SIM cards without a contract?",en,BE,"CAT_Mobile,THEM_Prepaye,TYPE_Generic,FUN_Discovery,QT_Comparative"
"Which operator has the best reputation on billing accuracy?",en,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Consideration,QT_Comparative"
"I have just moved house, should I switch mobile operator?",en,BE,"CAT_Mobile,THEM_Portabilite,TYPE_Generic,FUN_Moving,QT_Comparative"
"Which operator has the best back-to-school deals in Belgium?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Etudiant,FUN_Purchase,QT_Comparative"
"Which mobile plan works best when you work from home full time?",en,BE,"CAT_Mobile,THEM_Data,TYPE_Independant,FUN_Decision,QT_Comparative"
"Which Belgian operator has the cheapest tablet data add-on?",en,BE,"CAT_Mobile,THEM_Data,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Recommend a reliable operator for a child's first phone.",en,BE,"CAT_Mobile,THEM_Famille,TYPE_Ado,FUN_FirstBuy,QT_Comparative"
"Which mobile operator is the most transparent about hidden fees?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which operators still offer genuinely unlimited minutes?",en,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which operator has the best coverage in the Brussels metro?",en,BE,"CAT_Mobile,THEM_Reseau,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Is it better to stay with your operator or switch every two years?",en,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Retention,QT_Comparative"
"Which mobile operator suits a cross-border worker commuting to Luxembourg?",en,BE,"CAT_Mobile,THEM_Etranger,TYPE_Navetteur,FUN_Decision,QT_Comparative"
"Is Proximus or Orange better for network coverage in Belgium?",en,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_Proximus,BRAND_Orange"
"Between Base and Mobile Vikings, which is better value?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Decision,QT_Comparative,BRAND_Base,BRAND_MobileVikings"
"What is the best alternative to Proximus in 2026?",en,BE,"CAT_Mobile,THEM_Generic,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Proximus"
"Is Telenet or Orange better for an internet and mobile bundle?",en,BE,"CAT_Mobile,THEM_Pack,TYPE_Famille,FUN_Decision,QT_Comparative,BRAND_Telenet,BRAND_Orange"
"Between Scarlet and hey! Telenet, which is cheaper in practice?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Decision,QT_Comparative,BRAND_Scarlet,BRAND_HeyTelenet"
"Does Digi deliver on its promises against Proximus in Belgium?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Digi,BRAND_Proximus"
"What is the best alternative to Mobile Vikings for a heavy data user?",en,BE,"CAT_Mobile,THEM_Data,TYPE_GrosConsommateur,FUN_Consideration,QT_Comparative,BRAND_MobileVikings"
"Is Orange or Base better for a student?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Etudiant,FUN_Decision,QT_Comparative,BRAND_Orange,BRAND_Base"
"Between Proximus and Telenet, which handles customer service better?",en,BE,"CAT_Mobile,THEM_ServiceClient,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Proximus,BRAND_Telenet"
"Is Youfone really cheaper than Base in Belgium?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Consideration,QT_Comparative,BRAND_Youfone,BRAND_Base"
"What alternative to Orange would you suggest for roaming outside Europe?",en,BE,"CAT_Mobile,THEM_Roaming,TYPE_Voyageur,FUN_Consideration,QT_Comparative,BRAND_Orange"
"Is Mobile Vikings or Scarlet better for a no-commitment plan?",en,BE,"CAT_Mobile,THEM_Engagement,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_MobileVikings,BRAND_Scarlet"
"Between Digi and Youfone, which is more reliable day to day?",en,BE,"CAT_Mobile,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Digi,BRAND_Youfone"
"Is Telenet or VOO still worth it after the move to Wyre?",en,BE,"CAT_Mobile,THEM_Pack,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Telenet,BRAND_VOO"
"What is the best alternative to Base for a family?",en,BE,"CAT_Mobile,THEM_Famille,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_Base"
"Is Proximus or Mobile Vikings better for 5G?",en,BE,"CAT_Mobile,THEM_5G,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_Proximus,BRAND_MobileVikings"
"Between Lycamobile and Digi, which is better for international calls?",en,BE,"CAT_Mobile,THEM_Etranger,TYPE_Expat,FUN_Decision,QT_Comparative,BRAND_Lycamobile,BRAND_Digi"
"Is Scarlet still worth it compared with hey! Telenet?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Consideration,QT_Comparative,BRAND_Scarlet,BRAND_HeyTelenet"
"What alternative to Telenet would you suggest in Wallonia?",en,BE,"CAT_Mobile,THEM_Couverture,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_Telenet"
"Is Orange or Proximus better for a self-employed professional?",en,BE,"CAT_Mobile,THEM_Pack,TYPE_Independant,FUN_Decision,QT_Comparative,BRAND_Orange,BRAND_Proximus"
"Between Base and hey! Telenet, which gives more data for 20 euros?",en,BE,"CAT_Mobile,THEM_Data,TYPE_PetitBudget,FUN_Decision,QT_Comparative,BRAND_Base,BRAND_HeyTelenet"
"Is Mobile Vikings a good choice for a senior?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_Senior,FUN_Consideration,QT_Comparative,BRAND_MobileVikings"
"What is the best alternative to Scarlet on a tight budget?",en,BE,"CAT_Mobile,THEM_Prix,TYPE_PetitBudget,FUN_Consideration,QT_Comparative,BRAND_Scarlet"
