queries,language,country,tags
"Entre une Renault 5 E-Tech et une Citroën ë-C3, laquelle est la meilleure électrique urbaine ?",fr,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_Renault5,BRAND_CitroenEC3"
"La Fiat 500e vaut-elle mieux que la Mini Cooper électrique en ville ?",fr,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_Fiat500e,BRAND_MiniCooperE"
"Vaut-il mieux une Opel Corsa ou une Peugeot 208 pour un jeune conducteur ?",fr,BE,"CAT_Citadine,THEM_Assurance,TYPE_JeuneConducteur,FUN_Decision,QT_Comparative,BRAND_OpelCorsa,BRAND_Peugeot208"
"Entre une Hyundai i20 et une Kia Picanto, laquelle coûte le moins cher à entretenir ?",fr,BE,"CAT_Citadine,THEM_Entretien,TYPE_Budget,FUN_Retention,QT_Comparative,BRAND_HyundaiI20,BRAND_KiaPicanto"
"Quelle alternative à la Dacia Sandero conseilles-tu à budget égal ?",fr,BE,"CAT_Citadine,THEM_Prix,TYPE_Budget,FUN_Consideration,QT_Comparative,BRAND_DaciaSandero"
"Vaut-il mieux une Toyota Aygo X ou une Suzuki Swift pour la ville ?",fr,BE,"CAT_Citadine,THEM_Stationnement,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_ToyotaAygoX,BRAND_SuzukiSwift"
"La MG3 hybride tient-elle la comparaison avec la Toyota Yaris ?",fr,BE,"CAT_Citadine,THEM_Hybride,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_MG3,BRAND_ToyotaYaris"
"Entre une Peugeot e-208 et une Renault 5 E-Tech, laquelle a la meilleure autonomie réelle ?",fr,BE,"CAT_Citadine,THEM_Autonomie,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_PeugeotE208,BRAND_Renault5"
"Vaut-il mieux une Seat Ibiza ou une Volkswagen Polo d'occasion ?",fr,BE,"CAT_Citadine,THEM_Occasion,TYPE_Budget,FUN_Decision,QT_Comparative,BRAND_SeatIbiza,BRAND_VolkswagenPolo"
"Quelle est la meilleure alternative à la Fiat 500 électrique pour moins de 25 000 € ?",fr,BE,"CAT_Citadine,THEM_Electrique,THEM_Prix,TYPE_Budget,FUN_Consideration,QT_Comparative,BRAND_Fiat500e"
"Entre une Dacia Spring et une Citroën ë-C3, laquelle est la plus rentable ?",fr,BE,"CAT_Citadine,THEM_Electrique,THEM_Prix,TYPE_Budget,FUN_Decision,QT_Comparative,BRAND_DaciaSpring,BRAND_CitroenEC3"
"Vaut-il mieux une Honda Jazz ou une Toyota Yaris pour un senior ?",fr,BE,"CAT_Citadine,THEM_Confort,TYPE_Senior,FUN_Decision,QT_Comparative,BRAND_HondaJazz,BRAND_ToyotaYaris"
"Quelle citadine remplace le mieux une Ford Fiesta aujourd'hui ?",fr,BE,"CAT_Citadine,THEM_Generic,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_FordFiesta"
"Recommande-moi une alternative à la Mini Cooper avec un coffre plus grand.",fr,BE,"CAT_Citadine,THEM_Coffre,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_MiniCooper"
"Entre une Renault Clio et une Volkswagen Polo, laquelle est la plus fiable après 150 000 km ?",fr,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_RenaultClio,BRAND_VolkswagenPolo"
"Vaut-il mieux une Skoda Fabia ou une Seat Ibiza pour une famille de trois ?",fr,BE,"CAT_Citadine,THEM_Coffre,TYPE_Famille,FUN_Decision,QT_Comparative,BRAND_SkodaFabia,BRAND_SeatIbiza"
"La Hyundai i10 est-elle une meilleure première voiture que la Kia Picanto ?",fr,BE,"CAT_Citadine,THEM_Prix,TYPE_JeuneConducteur,FUN_FirstCar,QT_Comparative,BRAND_HyundaiI10,BRAND_KiaPicanto"
"Entre une Toyota Yaris Cross et une Renault Captur, laquelle reste la plus citadine ?",fr,BE,"CAT_Citadine,THEM_Stationnement,TYPE_Urbain,FUN_Consideration,QT_Comparative,BRAND_ToyotaYarisCross,BRAND_RenaultCaptur"
"Quelle alternative à la Volkswagen ID.3 conseilles-tu pour rouler surtout en ville ?",fr,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Consideration,QT_Comparative,BRAND_VolkswagenID3"
"Vaut-il mieux une Nissan Micra ou une Suzuki Swift d'occasion ?",fr,BE,"CAT_Citadine,THEM_Occasion,TYPE_Budget,FUN_Decision,QT_Comparative,BRAND_NissanMicra,BRAND_SuzukiSwift"
"Entre une Peugeot 208 et une Citroën C3, laquelle coûte le moins cher à l'usage ?",fr,BE,"CAT_Citadine,THEM_Entretien,TYPE_Generic,FUN_Decision,QT_Comparative,BRAND_Peugeot208,BRAND_CitroenC3"
"Quelle est la meilleure alternative à la Toyota Yaris hybride en Belgique ?",fr,BE,"CAT_Citadine,THEM_Hybride,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_ToyotaYaris"
"Vaut-il mieux une Renault Twingo E-Tech ou une Dacia Spring pour un petit budget électrique ?",fr,BE,"CAT_Citadine,THEM_Electrique,THEM_Prix,TYPE_Budget,FUN_Decision,QT_Comparative,BRAND_RenaultTwingo,BRAND_DaciaSpring"
"La Renault Clio est-elle fiable après 100 000 km ?",fr,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_RenaultClio"
"Que vaut la Dacia Sandero en 2026 ?",fr,BE,"CAT_Citadine,THEM_Generic,TYPE_Generic,FUN_Discovery,QT_Informative,BRAND_DaciaSandero"
"Quel est le prix d'une Toyota Yaris hybride neuve en Belgique ?",fr,BE,"CAT_Citadine,THEM_Prix,TYPE_Generic,FUN_Purchase,QT_Informative,BRAND_ToyotaYaris"
"La Peugeot 208 a-t-elle des problèmes moteur connus ?",fr,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Peugeot208"
"Quelle est l'autonomie réelle d'une Renault 5 E-Tech en hiver ?",fr,BE,"CAT_Citadine,THEM_Autonomie,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Renault5"
"La Volkswagen Polo est-elle encore un bon achat d'occasion ?",fr,BE,"CAT_Citadine,THEM_Occasion,TYPE_Budget,FUN_Consideration,QT_Informative,BRAND_VolkswagenPolo"
"Combien coûte l'entretien d'une Citroën C3 en Belgique ?",fr,BE,"CAT_Citadine,THEM_Entretien,TYPE_Generic,FUN_Retention,QT_Informative,BRAND_CitroenC3"
"La Fiat 500e est-elle adaptée aux longs trajets ?",fr,BE,"CAT_Citadine,THEM_Autonomie,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_Fiat500e"
"Que pensent les propriétaires de la Kia Picanto ?",fr,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Discovery,QT_Informative,BRAND_KiaPicanto"
"La Dacia Spring est-elle sûre selon Euro NCAP ?",fr,BE,"CAT_Citadine,THEM_Securite,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_DaciaSpring"
"Quelle est la consommation réelle d'une Toyota Aygo X ?",fr,BE,"CAT_Citadine,THEM_Conso,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_ToyotaAygoX"
"La Skoda Fabia souffre-t-elle de problèmes de boîte automatique ?",fr,BE,"CAT_Citadine,THEM_Automatique,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_SkodaFabia"
"Combien vaut une Opel Corsa de cinq ans en Belgique ?",fr,BE,"CAT_Citadine,THEM_Revente,TYPE_Generic,FUN_Retention,QT_Informative,BRAND_OpelCorsa"
"La MG3 est-elle un bon choix face aux marques japonaises ?",fr,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_MG3"
"La Hyundai i20 a-t-elle une bonne garantie en Belgique ?",fr,BE,"CAT_Citadine,THEM_Garantie,TYPE_Generic,FUN_Consideration,QT_Informative,BRAND_HyundaiI20"
"Combien coûte une citadine à l'usage en Belgique en 2026 ?",fr,BE,"CAT_Citadine,THEM_Prix,TYPE_Generic,FUN_Discovery,QT_Informative"
"Comment fonctionne la taxe de mise en circulation pour une petite voiture ?",fr,BE,"CAT_Citadine,THEM_Fiscalite,TYPE_Generic,FUN_Purchase,QT_Informative"
"Quelles aides existent encore pour acheter une voiture électrique en Belgique ?",fr,BE,"CAT_Citadine,THEM_Fiscalite,THEM_Electrique,TYPE_Generic,FUN_Purchase,QT_Informative"
"Une citadine électrique est-elle rentable si on roule 10 000 km par an ?",fr,BE,"CAT_Citadine,THEM_Electrique,THEM_Prix,TYPE_SecondeVoiture,FUN_Consideration,QT_Informative"
"Qu'est-ce qu'une citadine polyvalente exactement ?",fr,BE,"CAT_Citadine,THEM_Generic,TYPE_Generic,FUN_Discovery,QT_Informative"
"Comment vérifier l'historique d'une citadine d'occasion en Belgique ?",fr,BE,"CAT_Citadine,THEM_Occasion,TYPE_Generic,FUN_Purchase,QT_Informative"
"Quelles sont les règles des zones de basses émissions à Bruxelles et à Anvers aujourd'hui ?",fr,BE,"CAT_Citadine,THEM_Fiscalite,TYPE_Urbain,FUN_Consideration,QT_Informative"
"Combien coûte l'assurance d'une petite voiture pour un jeune conducteur en Belgique ?",fr,BE,"CAT_Citadine,THEM_Assurance,TYPE_JeuneConducteur,FUN_Purchase,QT_Informative"
"Pourquoi les citadines coûtent-elles de plus en plus cher ?",fr,BE,"CAT_Citadine,THEM_Prix,TYPE_Generic,FUN_Discovery,QT_Informative"
"Faut-il encore acheter une citadine diesel en 2026 ?",fr,BE,"CAT_Citadine,THEM_Conso,TYPE_Generic,FUN_Consideration,QT_Informative"
"Quelle est la durée de vie moyenne d'une batterie de citadine électrique ?",fr,BE,"CAT_Citadine,THEM_Electrique,THEM_Fiabilite,TYPE_Generic,FUN_Retention,QT_Informative"
"Comment réduire la consommation d'une petite voiture en ville ?",fr,BE,"CAT_Citadine,THEM_Conso,TYPE_Urbain,FUN_Retention,QT_Informative"
"Que vérifier avant d'acheter une citadine d'occasion à un particulier ?",fr,BE,"CAT_Citadine,THEM_Occasion,TYPE_Generic,FUN_Purchase,QT_Informative"
"Quel est le budget d'entretien annuel d'une citadine en Belgique ?",fr,BE,"CAT_Citadine,THEM_Entretien,TYPE_Generic,FUN_Retention,QT_Informative"
"Quelle est la décote moyenne d'une citadine sur cinq ans ?",fr,BE,"CAT_Citadine,THEM_Revente,TYPE_Generic,FUN_Retention,QT_Informative"
"What is the best city car in Belgium in 2026?",en,BE,"CAT_Citadine,THEM_Generic,TYPE_Generic,FUN_Decision,QT_Comparative"
"I need a reliable small car for my daily commute, which one should I get?",en,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Recommend a city car that is cheap to buy and cheap to maintain.",en,BE,"CAT_Citadine,THEM_Prix,THEM_Entretien,TYPE_Budget,FUN_Decision,QT_Comparative"
"Which city car uses the least fuel on urban trips?",en,BE,"CAT_Citadine,THEM_Conso,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Is a petrol or a hybrid city car better for driving in town?",en,BE,"CAT_Citadine,THEM_Hybride,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"I am a student with a 10,000 euro budget, which used city car should I buy?",en,BE,"CAT_Citadine,THEM_Occasion,THEM_Prix,TYPE_Etudiant,FUN_Decision,QT_Comparative"
"Which city car is the most reliable in the long run?",en,BE,"CAT_Citadine,THEM_Fiabilite,TYPE_Generic,FUN_Consideration,QT_Comparative"
"List the best electric city cars available in Belgium.",en,BE,"CAT_Citadine,THEM_Electrique,TYPE_Generic,FUN_Discovery,QT_Comparative"
"Which small car has the biggest boot?",en,BE,"CAT_Citadine,THEM_Coffre,TYPE_Generic,FUN_Consideration,QT_Comparative"
"I just passed my driving test, which city car would you recommend?",en,BE,"CAT_Citadine,THEM_Securite,TYPE_JeuneConducteur,FUN_FirstCar,QT_Comparative"
"Which city car is the cheapest to insure for a young driver?",en,BE,"CAT_Citadine,THEM_Assurance,TYPE_JeuneConducteur,FUN_Purchase,QT_Comparative"
"Recommend a comfortable automatic city car for an older driver.",en,BE,"CAT_Citadine,THEM_Automatique,TYPE_Senior,FUN_Decision,QT_Comparative"
"Which city car is the easiest to park in central Brussels?",en,BE,"CAT_Citadine,THEM_Stationnement,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Is it better to buy a new or a used city car in Belgium?",en,BE,"CAT_Citadine,THEM_Occasion,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which city car offers the best value for money in 2026?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_Generic,FUN_Decision,QT_Comparative"
"I drive 30,000 km a year, which city car copes best on the motorway?",en,BE,"CAT_Citadine,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Which small electric car has the best real-world range?",en,BE,"CAT_Citadine,THEM_Autonomie,THEM_Electrique,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Which hybrid city cars are the cheapest to run?",en,BE,"CAT_Citadine,THEM_Hybride,THEM_Conso,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Recommend a safe city car for carrying a child seat.",en,BE,"CAT_Citadine,THEM_Securite,TYPE_Famille,FUN_Decision,QT_Comparative"
"Which city car holds its resale value best?",en,BE,"CAT_Citadine,THEM_Revente,TYPE_Generic,FUN_Consideration,QT_Comparative"
"I want a second car just for errands, which city car should I pick?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_SecondeVoiture,FUN_Decision,QT_Comparative"
"Which city car comes with the best standard equipment under 20,000 euros?",en,BE,"CAT_Citadine,THEM_Equipement,THEM_Prix,TYPE_Generic,FUN_Decision,QT_Comparative"
"Is a city car or a small SUV better for town driving?",en,BE,"CAT_Citadine,THEM_Generic,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Which small car is the cheapest to service in Belgium?",en,BE,"CAT_Citadine,THEM_Entretien,TYPE_Budget,FUN_Retention,QT_Comparative"
"Which used city car under 8,000 euros is still reliable?",en,BE,"CAT_Citadine,THEM_Occasion,THEM_Fiabilite,TYPE_Budget,FUN_Decision,QT_Comparative"
"List the city cars with the best Euro NCAP ratings.",en,BE,"CAT_Citadine,THEM_Securite,TYPE_Generic,FUN_Discovery,QT_Comparative"
"Which electric city car stays under 25,000 euros in Belgium?",en,BE,"CAT_Citadine,THEM_Electrique,THEM_Prix,TYPE_Budget,FUN_Decision,QT_Comparative"
"I live in a flat with no charger, which small electric car still makes sense?",en,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Which city car suits a couple with no children best?",en,BE,"CAT_Citadine,THEM_Generic,TYPE_Couple,FUN_Consideration,QT_Comparative"
"Recommend a city car with a genuinely reliable automatic gearbox.",en,BE,"CAT_Citadine,THEM_Automatique,THEM_Fiabilite,TYPE_Generic,FUN_Decision,QT_Comparative"
"Which small car fits Belgian low emission zones best?",en,BE,"CAT_Citadine,THEM_Fiscalite,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Which diesel city car still makes sense in 2026?",en,BE,"CAT_Citadine,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Which city car is the most comfortable on Brussels cobbles?",en,BE,"CAT_Citadine,THEM_Confort,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"I am looking for a car for my daughter who just started driving, which is the safest?",en,BE,"CAT_Citadine,THEM_Securite,TYPE_JeuneConducteur,FUN_FirstCar,QT_Comparative"
"Which small car has the best manufacturer warranty in Belgium?",en,BE,"CAT_Citadine,THEM_Garantie,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Is leasing or buying a city car better when you drive very little?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_SecondeVoiture,FUN_Purchase,QT_Comparative"
"Which city car is the easiest to resell in Belgium?",en,BE,"CAT_Citadine,THEM_Revente,TYPE_Generic,FUN_Retention,QT_Comparative"
"Which city cars are the cheapest on a private lease?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_Generic,FUN_Purchase,QT_Comparative"
"Which small electric car charges the fastest?",en,BE,"CAT_Citadine,THEM_Electrique,THEM_Autonomie,TYPE_Generic,FUN_Consideration,QT_Comparative"
"Recommend a city car that feels roomy despite its size.",en,BE,"CAT_Citadine,THEM_Coffre,TYPE_Famille,FUN_Decision,QT_Comparative"
"Which city car is cheapest to run for a commuter doing 60 km a day?",en,BE,"CAT_Citadine,THEM_Conso,TYPE_Navetteur,FUN_Decision,QT_Comparative"
"Which small car is the quietest around town?",en,BE,"CAT_Citadine,THEM_Confort,TYPE_Urbain,FUN_Consideration,QT_Comparative"
"Which city car suits a senior who wants a high driving position?",en,BE,"CAT_Citadine,THEM_Confort,TYPE_Senior,FUN_Consideration,QT_Comparative"
"Which plug-in hybrid city cars are still sold in Belgium?",en,BE,"CAT_Citadine,THEM_Hybride,TYPE_Generic,FUN_Discovery,QT_Comparative"
"I want a city car without a complicated touchscreen, which one stays simple to use?",en,BE,"CAT_Citadine,THEM_Equipement,TYPE_Senior,FUN_Consideration,QT_Comparative"
"Is a Renault Clio or a Peugeot 208 better for city driving?",en,BE,"CAT_Citadine,THEM_Generic,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_RenaultClio,BRAND_Peugeot208"
"Is a Toyota Yaris or a Renault Clio hybrid better for a commuter?",en,BE,"CAT_Citadine,THEM_Hybride,TYPE_Navetteur,FUN_Decision,QT_Comparative,BRAND_ToyotaYaris,BRAND_RenaultClio"
"Between a Dacia Sandero and a Skoda Fabia, which is better value?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_Budget,FUN_Decision,QT_Comparative,BRAND_DaciaSandero,BRAND_SkodaFabia"
"What is the best alternative to the Volkswagen Polo in 2026?",en,BE,"CAT_Citadine,THEM_Generic,TYPE_Generic,FUN_Consideration,QT_Comparative,BRAND_VolkswagenPolo"
"Between a Renault 5 E-Tech and a Citroen e-C3, which is the better urban EV?",en,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_Renault5,BRAND_CitroenEC3"
"Is the Fiat 500e better than the electric Mini Cooper in town?",en,BE,"CAT_Citadine,THEM_Electrique,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_Fiat500e,BRAND_MiniCooperE"
"Is an Opel Corsa or a Peugeot 208 better for a young driver?",en,BE,"CAT_Citadine,THEM_Assurance,TYPE_JeuneConducteur,FUN_Decision,QT_Comparative,BRAND_OpelCorsa,BRAND_Peugeot208"
"Between a Hyundai i20 and a Kia Picanto, which is cheaper to maintain?",en,BE,"CAT_Citadine,THEM_Entretien,TYPE_Budget,FUN_Retention,QT_Comparative,BRAND_HyundaiI20,BRAND_KiaPicanto"
"What alternative to the Dacia Sandero would you suggest at the same price?",en,BE,"CAT_Citadine,THEM_Prix,TYPE_Budget,FUN_Consideration,QT_Comparative,BRAND_DaciaSandero"
"Is a Toyota Aygo X or a Suzuki Swift better for the city?",en,BE,"CAT_Citadine,THEM_Stationnement,TYPE_Urbain,FUN_Decision,QT_Comparative,BRAND_ToyotaAygoX,BRAND_SuzukiSwift"
